ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU
ASV_2204,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,W5053,uncultured bacterium,ASV_2204
ASV_2205,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,uous_taxa,ASV_2205
ASV_2206,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA,ASV_2206
ASV_2207,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria Incertae Sedis,Unknown Family,Pseudanabaena NgrPSln22,Pseudanabaenaceae cyanobacterium CENA319,ASV_2207
ASV_2208,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,uncultured bacterium,ASV_2208
ASV_2209,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,ASV_2209
ASV_2210,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,NA,ASV_2210
ASV_2211,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea,uncultured bacterium,ASV_2211
ASV_2212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_2212
ASV_2213,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,ASV_2213
ASV_2215,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinorhabdospora,Actinorhabdospora filicis,ASV_2215
ASV_2216,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Crinalium SAG 22.89,uncultured bacterium,ASV_2216
ASV_2217,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,NA,ASV_2217
ASV_2218,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,uncultured bacterium,ASV_2218
ASV_2219,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultivated soil bacterium clone S027,ASV_2219
ASV_2220,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,NA,ASV_2220
ASV_2221,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,ASV_2221
ASV_2222,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Planktothrix NIVA-CYA 15,uncultured bacterium,ASV_2222
ASV_2223,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,ASV_2223
ASV_2224,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,NA,ASV_2224
ASV_2225,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA,ASV_2225
ASV_2226,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-005,NA,ASV_2226
ASV_2227,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Spelaeicoccus,actinobacterium Lad_11K,ASV_2227
ASV_2228,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter,uncultured bacterium,ASV_2228
ASV_2229,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA,ASV_2229
ASV_2230,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,ASV_2230
ASV_2231,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV_2231
ASV_2232,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,ASV_2232
ASV_2233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,uncultured bacterium,ASV_2233
ASV_2234,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA,ASV_2234
ASV_2235,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA,ASV_2235
ASV_2236,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium,ASV_2236
ASV_2237,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,metagenome,metagenome,ASV_2237
ASV_2238,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium,ASV_2238
ASV_2239,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,NA,ASV_2239
ASV_2240,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_2240
ASV_2241,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,uncultured,uncultured bacterium,ASV_2241
ASV_2242,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_2242
ASV_2243,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA,ASV_2243
ASV_2244,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_2244
ASV_2245,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Chelativorans,uous_taxa,ASV_2245
ASV_2246,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Salipaludibacillus,NA,ASV_2246
ASV_2247,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,NA,ASV_2247
ASV_2248,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,ASV_2248
ASV_2249,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA,ASV_2249
ASV_2250,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,ASV_2250
ASV_2251,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,bacterium enrichment culture clone B176(2011),ASV_2251
ASV_2252,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,uncultured Lutispora sp.,uncultured Lutispora sp.,uncultured Lutispora sp.,ASV_2252
ASV_2253,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA,ASV_2253
ASV_2254,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium,ASV_2254
ASV_2255,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,NA,NA,NA,ASV_2255
ASV_2256,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured Cytophagales bacterium,uncultured Cytophagales bacterium,ASV_2256
ASV_2257,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA,ASV_2257
ASV_2258,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,ASV_2258
ASV_2259,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,metagenome,metagenome,metagenome,ASV_2259
ASV_2260,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_2260
ASV_2261,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_2261
ASV_2262,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,uous_taxa,ASV_2262
ASV_2273,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA,ASV_2273
ASV_2281,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA,ASV_2281
ASV_2282,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_2282
ASV_2283,Bacteria,Chloroflexi,KD4-96,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_2283
ASV_2284,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA,ASV_2284
ASV_2285,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,NA,ASV_2285
ASV_2286,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,ASV_2286
ASV_2287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium,ASV_2287
ASV_2288,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,NA,ASV_2288
ASV_2289,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas sp. T16E-198,ASV_2289
ASV_2290,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,ASV_2290
ASV_2291,Bacteria,Chloroflexi,KD4-96,NA,NA,NA,NA,ASV_2291
ASV_2292,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,uncultured bacterium,uncultured bacterium,ASV_2292
ASV_2293,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured proteobacterium,ASV_2293
ASV_2294,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,uncultured bacterium,uncultured bacterium,ASV_2294
ASV_2295,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,metagenome,metagenome,ASV_2295
ASV_2296,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella,uncultured bacterium,ASV_2296
ASV_2297,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured soil bacterium,ASV_2297
ASV_2298,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,NA,ASV_2298
ASV_2299,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,NA,ASV_2299
ASV_2300,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,NA,ASV_2300
ASV_2301,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,ASV_2301
ASV_2302,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,uous_taxa,ASV_2302
ASV_2303,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured bacterium,ASV_2303
ASV_2304,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,NA,ASV_2304
ASV_2305,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,metagenome,metagenome,ASV_2305
ASV_2307,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Coleofasciculaceae,Microcoleus PCC-7113,uous_taxa,ASV_2307
ASV_2308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,ASV_2308
ASV_2310,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,ASV_2310
ASV_2311,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,NA,ASV_2311
ASV_2312,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA,ASV_2312
ASV_2313,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,F0332,uous_taxa,ASV_2313
ASV_2314,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,NA,ASV_2314
ASV_2315,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium,ASV_2315
ASV_2316,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,uous_taxa,ASV_2316
ASV_2317,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,metagenome,ASV_2317
ASV_2318,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA,ASV_2318
ASV_2320,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. MIMBbqt21,ASV_2320
ASV_2321,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured Rubrobacteria bacterium,uncultured Rubrobacteria bacterium,ASV_2321
ASV_2322,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_2322
ASV_2330,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,ASV_2330
ASV_2331,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uous_taxa,uous_taxa,ASV_2331
ASV_2332,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24,NA,NA,NA,ASV_2332
ASV_2333,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_2333
ASV_2334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,Rhodovulum sp. SMB1,ASV_2334
ASV_2335,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured Pseudomonadales bacterium,ASV_2335
ASV_2336,Bacteria,Chloroflexi,TK10,metagenome,metagenome,metagenome,metagenome,ASV_2336
ASV_2337,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,NA,ASV_2337
ASV_2338,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,NA,ASV_2338
ASV_2339,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,NA,ASV_2339
ASV_2340,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Planktothrix NIVA-CYA 15,uncultured bacterium,ASV_2340
ASV_2341,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,uncultured bacterium,ASV_2341
ASV_2342,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium,ASV_2342
ASV_2343,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured rumen bacterium,uncultured rumen bacterium,uncultured rumen bacterium,ASV_2343
ASV_2344,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-004,NA,ASV_2344
ASV_2345,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Quinella,uncultured bacterium,ASV_2345
ASV_2346,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_2346
ASV_2347,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Anaerovorax,NA,ASV_2347
ASV_2348,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,uous_taxa,ASV_2348
ASV_2349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,metagenome,ASV_2349
ASV_2350,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA,ASV_2350
ASV_2351,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured Aquicella sp.,ASV_2351
ASV_2352,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium,ASV_2352
ASV_2353,Bacteria,FBP,bacterium LY17,bacterium LY17,bacterium LY17,bacterium LY17,bacterium LY17,ASV_2353
ASV_2354,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,NA,ASV_2354
ASV_2355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,ASV_2355
ASV_2356,Bacteria,Acidobacteria,Subgroup 6,NA,NA,NA,NA,ASV_2356
ASV_2357,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_2357
ASV_2358,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,metagenome,metagenome,ASV_2358
ASV_2359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,uncultured bacterium,ASV_2359
ASV_2360,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinimonadaceae,Chitinimonas,uous_taxa,ASV_2360
ASV_2361,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA,ASV_2361
ASV_2362,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uous_taxa,uous_taxa,ASV_2362
ASV_2363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA,ASV_2363
ASV_2366,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,NA,ASV_2366
ASV_2367,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium,ASV_2367
ASV_2368,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,NA,ASV_2368
ASV_2369,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,NA,NA,ASV_2369
ASV_2370,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,NA,ASV_2370
ASV_2371,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured Thermus/Deinococcus group bacterium,ASV_2371
ASV_2372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA,ASV_2372
ASV_2373,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus,uncultured bacterium,ASV_2373
ASV_2374,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,NA,NA,ASV_2374
ASV_2375,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured Rubrobacteria bacterium,uncultured Rubrobacteria bacterium,ASV_2375
ASV_2376,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,uous_taxa,ASV_2376
ASV_2377,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA,ASV_2377
ASV_2378,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured bacterium,ASV_2378
ASV_2379,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured rumen bacterium,uncultured rumen bacterium,ASV_2379
ASV_2380,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Comamonas,NA,ASV_2380
ASV_2381,Bacteria,Verrucomicrobia,Verrucomicrobiae,LD1-PB3,uous_taxa,uous_taxa,uous_taxa,ASV_2381
ASV_2382,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Quinella,uncultured bacterium,ASV_2382
ASV_2383,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium 10,uncultured bacterium,ASV_2383
ASV_2384,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,p-1088-a5 gut group,uncultured bacterium,ASV_2384
ASV_2385,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-004,uncultured rumen bacterium,ASV_2385
ASV_2386,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,NA,ASV_2386
ASV_2387,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,NA,NA,ASV_2387
ASV_2388,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA,ASV_2388
ASV_2390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_2390
ASV_2391,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,NA,NA,ASV_2391
ASV_2392,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,uncultured bacterium,ASV_2392
ASV_2393,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_2393
ASV_2394,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Family XIII AD3011 group,uncultured bacterium,ASV_2394
ASV_2395,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema 2,bacterium WCE3006,ASV_2395
ASV_2396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_2396
ASV_2397,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,ASV_2397
ASV_2398,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,NA,ASV_2398
ASV_2399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,NA,ASV_2399
ASV_2400,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured prokaryote,ASV_2400
ASV_2401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA,ASV_2401
ASV_2402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,NA,ASV_2402
ASV_2403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,ASV_2403
ASV_2404,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,ASV_2404
ASV_2405,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,uncultured,uncultured bacterium,ASV_2405
ASV_2406,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,ASV_2406
ASV_2407,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA,ASV_2407
ASV_2408,Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,ASV_2408
ASV_2409,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA,ASV_2409
ASV_2410,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,NA,ASV_2410
ASV_2411,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter qilianensis,ASV_2411
ASV_2412,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,ASV_2412
ASV_2413,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA,ASV_2413
ASV_2414,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA,ASV_2414
ASV_2415,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,NA,ASV_2415
ASV_2416,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,uous_taxa,ASV_2416
ASV_2417,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,ASV_2417
ASV_2418,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,ASV_2418
ASV_2419,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uous_taxa,uous_taxa,ASV_2419
ASV_2420,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,NA,ASV_2420
ASV_2421,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA,ASV_2421
ASV_2422,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA,ASV_2422
ASV_2423,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured bacterium,ASV_2423
ASV_2424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,uncultured alpha proteobacterium,ASV_2424
ASV_2425,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA,ASV_2425
ASV_2426,Bacteria,Chloroflexi,KD4-96,uous_taxa,uous_taxa,uous_taxa,uous_taxa,ASV_2426
ASV_2427,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA,ASV_2427
ASV_2428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,uous_taxa,ASV_2428
ASV_2429,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured bacterium,ASV_2429
ASV_2430,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Haloactinopolyspora,NA,ASV_2430
ASV_2431,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,ASV_2431
ASV_2432,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,NA,ASV_2432
ASV_2433,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,uous_taxa,ASV_2433
ASV_2434,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,uous_taxa,uous_taxa,uous_taxa,ASV_2434
ASV_2435,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured,uncultured Ktedobacteria bacterium,ASV_2435
ASV_2436,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudobacteroides,uncultured bacterium,ASV_2436
ASV_2437,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,NA,ASV_2437
ASV_2438,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,uncultured bacterium,ASV_2438
ASV_2439,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,ASV_2439
